ID,Original,Tradução
ST_JournalEntries/DetectOre_name,Detect Ore,Detectar minério
ST_JournalEntries/WiseOldMan,"Dionysius was once a legendary adventurer. In his youth, he single-handedly defeated the troll invasion of Keldagrim. He crushed the enemies of one of the mountain tribes and taught the people of Karamja how to use powerful herbs that might aid them in battle. He committed great deeds throughout his life, and the world is a better place with him in it.
Or it was.
After he settled down, finishing his book on destructive magic, Dionysius began to feel that the world was a little unfair. He had tirelessly given his youth for the betterment of the world, and he had nothing to show for it. Even his devout faith in Saradomin wasn’t making his life more comfortable.
So, like so many do, he turned to crime. He targeted the nearby bank, his magic making quick work of their security, and he lifted himself a great deal of gold as well as a snazzy blue party hat. Content to consider this repayment for saving the world so often, he now sits back and enjoys his well-earned wealth.
The Temple Knights consider him an ultraviolet archangel threat and watch him very closely... from very far away.","Dionísio já foi um aventureiro lendário. Em sua juventude, ele derrotou sozinho a invasão de Keldagrim. Ele esmagou os inimigos de uma das tribos montanhosos e ensinou ao povo de Karamja a usar ervas poderosas que possam ajudá-los em batalha. Ele cometeu grandes ações ao longo de sua vida, e o mundo é um lugar melhor com ele.

Ou foi.

Depois que ele se estabeleceu, terminando seu livro sobre magia destrutiva, Dionísio começou a sentir que o mundo era um pouco injusto. Ele havia dado incansavelmente sua juventude para a melhoria do mundo, e não tinha nada para mostrar. Até sua fé devota em Saradomin não estava tornando sua vida mais confortável.

Então, como tantos o fazem, ele se voltou para o crime. Ele alvejou o banco próximo, sua mágica fazendo um trabalho rápido de sua segurança e ele se levantou muito de ouro, bem como um chapéu de festa azul. Conteúdo em considerar esse reembolso por salvar o mundo com tanta frequência, ele agora se senta e gosta de sua merecida riqueza.

Os Cavaleiros do Templo o consideram uma ameaça de arcanjo ultravioleta e o observa muito de perto... de muito longe."
ST_JournalEntries/IronRock,"Do you know the riddle of iron? No, me neither, asking for a friend. Iron is a durable metal, capable of creating some of the strongest arms and armour available.","Você conhece o enigma de Ferro? Não, eu também não, pedindo um amigo. O ferro é um metal durável, capaz de criar alguns dos braços e armaduras mais fortes disponíveis."
ST_JournalEntries/Doric,"Doric is a master smith who trained in the dwarven capital of Keldagrim. He owns a smithing shop in Misthalin alongside his son Boric. The two of them have a strained relationship because Boric took it personally when Doric sent him to Keldagrim to complete his training. To rebuild trust and show his son that he has the uttermost faith in his abilities, Doric has left the running of the shop to Boric in his absence. Now, Doric comes to Ashenfall in search of new metals, lost smithing techniques, and the blueprints of ancient weapons. Not much of a fighter himself, he prefers to stay out of harm’s way, but he knows how to wield a hammer if push comes to shove.","Doric é um mestre Smith que treinou na capital anã de Keldagrim. Ele é dono de uma loja de ferreio em Misthalin, ao lado de seu filho Boric. Os dois têm um relacionamento tenso, porque Boric o levou para o lado pessoal quando Doric o enviou a Keldagrim para concluir seu treinamento.

Para reconstruir a confiança e mostrar ao filho que ele tem a maior fé em suas habilidades, Doric deixou a corrida da loja para Boric em sua ausência. Agora, Doric chega a Ashenfall em busca de novos metais, técnicas perdidas de Smithing e as plantas de armas antigas.

Não é muito um lutador, ele prefere ficar fora de perigo, mas ele sabe como empunhar um martelo se o push vier a empurrar."
ST_JournalEntries/BronzeWarhammer,"Doric would be the first person to praise the simple hammer. It is a large solid chunk of metal attached to a long haft, allowing the weapon to benefit from the unmistakable might of physics. Weight and speed are a terrifying combination. Dwarves, in particular, favour this weapon. They feel it speaks to their long-held desire to shape metal by pounding into shape by sheer strength alone. They apply the same logic to their enemies, beating them into a shape that the dwarves feel suits their enemies better. There were once dwarves on Ashenfall who were masters of this technique. However, when the humans began their infighting, and Guthix turned away from them, they vanished deeper into the continent, leaving behind a shroud of mystery in search of something extraordinary. They found it and have never returned.","Doric seria a primeira pessoa a elogiar o martelo simples. É um grande pedaço sólido de metal preso a um luto longo, permitindo que a arma se beneficie do poder inconfundível da física. Peso e velocidade são uma combinação aterrorizante. Anões, em particular, favorecem essa arma. Eles sentem que isso fala com seu desejo de longa data de moldar o metal batendo em forma apenas pela força. Eles aplicam a mesma lógica a seus inimigos, espancando-os em uma forma que os anões sentem melhor aos seus inimigos. Houve anões em Ashenfall, que eram mestres dessa técnica. No entanto, quando os humanos começaram suas brigas, e Guthix se afastou deles, eles desapareceram mais fundo no continente, deixando para trás uma mortalha de mistério em busca de algo extraordinário. Eles encontraram e nunca voltaram."
ST_JournalEntries/WoodenArrow,"Druids dislike violence but understand its place. The natural world is full of blood, murder and death. The strong consume the weak. Predator against prey. This they understand, though they seldom like it. When they must resort to violence, they choose the simple approach. Man’s strength comes not from their muscles but from their creativity and ingenuity. Just as a wolf has claws, a hunter has a bow. When a bow must be drawn, the druids prefer arrows made of simple wood. Gathered twigs and branches, whittled down to sharp points. They see it as the forest giving them the blessing to go on the hunt. Traditionally, feathers are gathered from around the forest floor, taken when dropped or from a bird’s moulting. This keeps the number of arrows low, forcing a hunter to be accurate and precise, lest they run out of chances. Thus, death is swift at the hands of a bow, and balance isn’t damaged. This the druids preached to the villagers.","Os druidas não gostam de violência, mas entendem seu lugar. O mundo natural está cheio de sangue, assassinato e morte. O forte consome o fraco. Predator contra presas. Eles entendem isso, embora raramente gostem. Quando devem recorrer à violência, eles escolhem a abordagem simples. A força do homem não vem de seus músculos, mas de sua criatividade e ingenuidade. Assim como um lobo tem garras, um caçador tem um arco.

Quando um arco deve ser desenhado, os druidas preferem flechas feitas de madeira simples. Galhos e galhos reunidos, diminuíram para pontos nítidos. Eles vêem isso como a floresta, dando-lhes a bênção para seguir a caçada. Tradicionalmente, as penas são colhidas de todo o chão da floresta, tiradas quando jogadas ou da muda de um pássaro. Isso mantém o número de flechas baixas, forçando um caçador a ser preciso e preciso, para que não fiquem sem chances.

Assim, a morte é rápida nas mãos de um arco e o equilíbrio não está danificado. Os druidas pregaram aos moradores."
ST_JournalEntries/DwellberryCrunchies,"Dwellberries on Ashenfall are heartier than their mainland counterparts and make for excellent ingredients. The Wild Knights were particularly fond of this combination, though they referred to them as “Dwellberry splats” because Olis, their inventor, wasn’t a particularly good chef.","Os habitantes de Ashenfall são mais sinceros que seus colegas do continente e são excelentes ingredientes. Os Cavaleiros Selvagens gostavam particularmente dessa combinação, embora se referissem a eles como ""Splats de Dwellberry"" porque Olis, seu inventor, não era um chef particularmente bom."
ST_JournalEntries/DriedRedberries,"Easier, than standard redberries, to eat on the go, tastier too.","Mais fácil do que os redberries padrão, para comer em movimento, também mais saboroso."
ST_JournalEntries/Choppertunity,"Edgar was a lazy lumberjack, who was good friends with some of the wizards at the guild. He would skive off work, to visit the taverns with his blue-robed buddies, where they would laugh and discuss the fundamentals of magic, whilst their world blurred out of focus. Yet, Edgar always listened to his friends and he picked up on concepts that his more academically minded companions would miss. Magic, whilst it could be wielded like a scalpel, was also perfectly capable of being used like a club.

With some runes in his pocket and laziness as his shield, Edgar created a spell that would make his job go much faster – shattering tree trunks into useful logs, in a matter of moments.

He was later fired, when he tried the spell when drunk – demolishing the beams of his master's cabin.","Edgar era um lenhador preguiçoso, que era um bom amigo de alguns dos Wizards da Guilda. Ele arrancava o trabalho, para visitar as tabernas com seus amigos de túnica azul, onde eles riam e discutiam os fundamentos da magia, enquanto seu mundo embaçado fora de foco. No entanto, Edgar sempre ouvia seus amigos e ele aprendeu os conceitos que seus companheiros de mente mais academicamente sentiriam falta. Magic, embora pudesse ser empunhado como um bisturi, também era perfeitamente capaz de ser usado como um clube.

Com algumas runas no bolso e preguiça enquanto seu escudo, Edgar criou um feitiço que faria seu trabalho ser muito mais rápido-quebrando troncos de árvores em troncos úteis, em questão de momentos.

Mais tarde, ele foi demitido, quando tentou o feitiço quando bêbado-demolindo as vigas da cabine de seu mestre."
ST_JournalEntries/EyeOfOculus,"Elias Oculus was an avid birdwatcher. He delighted in nothing more than seeing sparrows, falcons and corvids nest. In the spring, he would wake just before the sunrise, so that he could watch the flocks of birds emerge from their nests and take to the skies in a cacophony of song. How he longed to join them, to fly beside them and witness their world in the skies. But, alas, as a human, he was chained to the floor by the unbreakable bonds of gravity.
When he started studying to be a wizard, he realised a way to live his dream. A spell that would move his vision outside the confines of his mortal flesh, and allow him to soar among the heavens. In addition to creating a spell found invaluable by architects, Elias also published the most comprehensive studies of bird flight patterns.
When he passed on to the next life, a statue was created in his honour. It isn't found on any ruin, nor on grand display, but resting in the branches of a great tree, so that his beloved birds could remember him fondly.","Elias Oculus era um ávido observador de pássaros. Ele se deliciou com nada mais do que ver pardais, falcões e corvídeos ninhos. Na primavera, ele acordava pouco antes do nascer do sol, para que ele pudesse assistir os rebanhos de pássaros emergir de seus ninhos e levar para o céu em uma cacofonia da música. Como ele desejava se juntar a eles, voar ao lado deles e testemunhar seu mundo nos céus. Mas, infelizmente, como humano, ele foi acorrentado ao chão pelos laços inquebráveis da gravidade.
Quando ele começou a estudar para ser um mago, ele percebeu uma maneira de viver seu sonho. Um feitiço que moveria sua visão para fora dos limites de sua carne mortal e permitiria que ele voasse entre os céus. Além de criar um feitiço encontrado inestimável pelos arquitetos, Elias também publicou os estudos mais abrangentes dos padrões de voo de aves.
Quando ele passou para a próxima vida, uma estátua foi criada em sua homenagem. Não é encontrado em nenhuma ruína, nem em grande exibição, mas descansando nos galhos de uma grande árvore, para que seus pássaros amados pudessem se lembrar dele com carinho."
ST_JournalEntries/EnchantCamfpire_name,Enchant Campfire,Campfire encantador
ST_JournalEntries/BlightwoodShortbow,"Every hunter reaches a crossroads in life when a choice becomes clear. They have honed their skills with a bow, surpassing the challenges posed by the Brynmoor prey. They could settle into a comfortable life in the village—hunting the same old deer, earning a regular wage, and basking in a relaxing level of respect from their peers. Or, they could dare to dream bigger, to push their skills to new heights. The Wild Knights journeyed into more dangerous territories, facing off against deadly monsters warped by the anima twist. Joining them would mean abandoning the comfortable life of friends and family but earning a chance to face challenges that they would never face at home. Most choose comfort, as one might expect. But those who choose to improve would be taught how to craft a more powerful weapon, casting aside the oak bows that carry their names. They would carve a new name and identity into the limbs of their latest weapon and join the knights. Their names would be whispered, and gossip about them would transform into fireside stories—ghost tales about those still alive—the first embers of legends.","Todo caçador chega a uma encruzilhada na vida quando uma escolha fica clara. Eles aprimoraram suas habilidades com um arco, superando os desafios representados pela presa Brynmoor. Eles poderiam se estabelecer em uma vida confortável na vila-caçando o mesmo veado velho, ganhando um salário regular e se aquecendo em um nível relaxante de respeito de seus colegas. Ou eles poderiam ousar sonhar maiores, para levar suas habilidades a novos patamares.

Os Cavaleiros Selvagens viajaram para territórios mais perigosos, enfrentando monstros mortais distorcidos pela reviravolta da Anima. Juntar-se a eles significaria abandonar a vida confortável de amigos e familiares, mas com a chance de enfrentar desafios que eles nunca enfrentariam em casa.

A maioria escolhe conforto, como se poderia esperar. Mas aqueles que escolhem melhorar seriam ensinados a criar uma arma mais poderosa, deixando de lado os arcos de carvalho que carregam seus nomes. Eles esculpiam um novo nome e identidade nos membros de sua última arma e se juntavam aos Cavaleiros. Seus nomes seriam sussurrados, e fofocaria sobre eles se transformariam em histórias ao lado da lareira-contos sobre aqueles que ainda estão vivos-as primeiras brasas das lendas."
ST_JournalEntries/RingOfThePhoenix,"Everything dies, this is the truth of existence. Even mountains and forests will eventually fall. Time is the great equaliser that consumes stars and mayflies with equal relish, and every living being always fights against it.

Magicians and alchemists have gone mad trying to defeat the arrow of time, doing whatever is possible to stall death’s embrace. This ring is one of the most successful approaches so far.

The ring stores magical energy within the band and at the moment where death should claim it’s quarry, the ring cracks and the power is released, infusing their host with a burst of magic – undoing damage and restoring health.","Tudo morre, essa é a verdade da existência. Até montanhas e florestas acabarão caindo. O tempo é o grande equalizador que consome estrelas e moscas com bom prazer, e todos os vivos sempre lutam contra isso.

Mágicos e alquimistas enlouqueceram tentando derrotar a flecha do tempo, fazendo o que for possível para impedir o abraço da morte. Este anel é uma das abordagens mais bem-sucedidas até agora.

O anel armazena energia mágica dentro da banda e, no momento em que a morte deve reivindicar sua pedreira, o anel rachaduras e o poder são liberados, infundindo seu anfitrião com uma explosão de magia-desfazendo danos e restaurando a saúde."
ST_JournalEntries/EyeOfOculus_name,Eye Of Oculus,Olho Místico
ST_JournalEntries/FerociousFurnace_name,Ferocious Furnace,Forno feroz
ST_JournalEntries/Bandos,"Few deities are responsible for as much death and destruction as the self-styled “big high war god” Bandos. On his own world, he brought destruction and became the last one standing in a planet-wide war. When he ascended, he brought this war to other planets, wiping out countless civilisations for the Grand Sport of war.
He came to Gielinor for the God Wars, delighting in death and destruction between entities as powerful as him. He aligned with Saradomin and Armadyl to battle Zamorak, helping corner the lord of chaos and forcing his hand.
Zamorak’s revenge destroyed a whole region, wiping out Forinthry and creating the Wilderness. A deadly region where monsters and murderers thrive.
Bandos met his match after the death of Guthix, when he returned to Gielinor to start battle once again. He began work on a great weapon that would be strong enough to kill the other gods, but the god of justice, Armadyl, built his weapon first.
The goblins, ourgs and other minions of Bandos, watched as the aviansie deity took Bandos’ mace and crushed the remains of Bandos’ skull.
Though the god of war is dead, his people still live on, following the dogma of endless conflict.","Poucas divindades são responsáveis por tanta morte e destruição quanto os auto-denominados bandos de “grande guerra de alta guerra”. Em seu próprio mundo, ele trouxe destruição e se tornou o último em uma guerra em todo o planeta. Quando ele subiu, ele trouxe essa guerra a outros planetas, eliminando inúmeras civilizações para o grande esporte da guerra.

Ele veio a Gielinor para as guerras de Deus, deliciando-se com a morte e a destruição entre entidades tão poderosas quanto ele. Ele se alinhou com Saradomin e Armadyl para combater Zamorak, ajudando a encurralar o Senhor do Caos e forçando sua mão.

A vingança de Zamorak destruiu uma região inteira, eliminando o local e criando o deserto. Uma região mortal onde monstros e assassinos prosperam.

Os bandos encontraram sua partida após a morte de Guthix, quando ele voltou a Gielinor para começar a batalha mais uma vez. Ele começou a trabalhar em uma grande arma que seria forte o suficiente para matar os outros deuses, mas o Deus da Justiça, o Armadyl, construiu sua arma primeiro.

Os Goblins, Ourgs e outros lacaios de bandos, viram a Deidade Aviansie levaram a maça de Bandos e esmagaram os restos do crânio dos bandos.

Embora o deus da guerra esteja morto, seu povo ainda vive, seguindo o dogma de conflito sem fim."
ST_JournalEntries/DivineCabbage,"Few gods offer their bounty as freely as Brassica Prime, lord of nutrition and god of deliciousness. In exchange for this bounty of crisp and delightful vegetables, he asks only for the runes that make the spell possible. No prayers are invoked, nor altar laden with sacrifices, just a few runes and a gesture of fingers, to provide a most healthy meal. The cabbages here are perfect. Their leaves are crisp. Just the right amount of moisture is contained within each bite. Nutrition abundant in every morsel. A true gift from the gods.","Poucos deuses oferecem sua recompensa tão livremente quanto Brassica Prime, senhor da nutrição e Deus da delícia. Em troca dessa recompensa de vegetais nítidos e deliciosos, ele pede apenas as runas que possibilitam o feitiço. Nenhuma orações é invocada, nem altar carregado de sacrifícios, apenas algumas runas e um gesto de dedos, para fornecer uma refeição mais saudável.

Os repolhos aqui são perfeitos. Suas folhas são nítidas. A quantidade certa de umidade está contida em cada mordida. Nutrição abundante em todos os pedaços. Um verdadeiro presente dos deuses."
ST_JournalEntries/Zanik,"Few have lived a life as rich with adventure as the cave goblin Zanik. She was the first of her people to brave the sunlight, the first cave goblin to meet humans and the surface goblins, the first to learn about the gods and their influence on the world, and the first cave goblin to stand side by side with the World Guardian in defence of creation.
It cost her her life. Twice. She was once the Chosen Commander of the war god Bandos, who tried to use prophecy to put her under his thrall. She died; he resurrected her and then used magic to seize control. She resisted, fighting off his influence. Bandos’s lingering affliction on her soul would claim her life after the War God’s demise, but even death wouldn’t stop her. She became the emissary of the Underworld, resurrected once more by the god Icthlarin, and brought back to the surface to join the fight against the Elder Gods. Now, she comes to Ashenfall in search of a lost and forgotten tribe. Hoping to stop history from repeating itself.","Poucos viveram uma vida tão rica em aventura quanto o Goblin Zanik da caverna. Ela foi a primeira de seu povo a enfrentar a luz do sol, a primeira caverna Goblin a conhecer seres humanos e os goblins da superfície, o primeiro a aprender sobre os deuses e sua influência no mundo, e o primeiro goblin da caverna a ficar lado a lado com o guardião mundial em defesa da criação.
Custou-lhe sua vida. Duas vezes. Ela já foi o comandante escolhido da guerra, os bandos, que tentaram usar a profecia para colocá-la sob o escravo dele. Ela morreu; Ele a ressuscitou e depois usou magia para apreender o controle. Ela resistiu, lutando contra a influência dele. A aflição persistente de Bandos em sua alma reivindicaria sua vida após a morte de Deus, mas mesmo a morte não a impediria. Ela se tornou o emissário do submundo, ressuscitou mais uma vez pelo deus icthlarin e trazido de volta à superfície para se juntar à luta contra os deuses mais velhos. Agora, ela chega a Ashenfall em busca de uma tribo perdida e esquecida. Na esperança de impedir a história de se repetir."
ST_JournalEntries/IronMace,"Few instruments are as good at shattering bones as the iron mace. It was a favourite weapon of White Knight paladins, who dreamed of shattering the bones of the risen dead. Necromancy was rare on Ashenfall, though not unheard of. Two necromancers had been reported to the order, one a girl with a knack for bones and another who whispered with the dead. Neither summoned skeletal hordes for the knights to shatter. But garou and goblin bones broke just as well. In the war against the garou, Sir Lear, a white knight paladin, used the mace to great effect. He crushed warriors, battered druids, and shattered the shields of powerful thanes. He was a symbol of the might of Saradomin’s faithful when faced with overwhelming odds. He joined the Wild Knight commander, Vemmeck, in their siege against a northern garou stronghold. With countless goblins at their side, their victory was almost assured. Yet a single druid’s magic held the forces at bay until Sir Lear learned how ineffective his mace was against the scales of a dragon.","Poucos instrumentos são tão bons em quebrar ossos quanto a maça de Ferro. Era uma arma favorita de Paladins White Knight, que sonhava em quebrar os ossos dos mortos. A necromancia era rara em Ashenfall, embora não seja inédita. Dois necromantes haviam sido reEstanhodos à Ordem, uma garota com um talento especial para ossos e outro que sussurrou com os mortos. Nenhum dos nenhum hordas esqueléticas convocadas para os Cavaleiros se quebrarem.

Mas Garou e Goblin Bones também quebraram. Na guerra contra o Garou, Sir Lear, um Paladino do Cavaleiro Branco, usou a maça com grande efeito. Ele esmagou guerreiros, druidas agredidos e quebrou os escudos de poderosos Thanes. Ele era um símbolo do poder dos fiéis de Saradomin quando confrontado com probabilidades esmagadoras.

Ele se juntou ao comandante do cavaleiro selvagem, Vemmeck, em seu cerco contra uma fortaleza do norte de Garou. Com inúmeros goblins ao seu lado, a vitória deles estava quase garantida. No entanto, a magia de um único druida manteve as forças afastadas até Sir Lear aprendeu o quão ineficaz sua maça era contra a escala de um dragão."
ST_JournalEntries/GoldRock,"Few metals are as beloved as gold. Its glistening nature has attracted countless pursuers, and those who find a viable vein need never work again. Sadly, on Ashenfall, the economy is not quite so well established and gold is merely another crafting component. Still, remember where you found it, because once all this dragon malarky is dealt with you might make a tidy sum selling the location to prospectors.","Poucos metais são tão amados quanto o ouro. Sua natureza brilhante atraiu inúmeros perseguidores, e aqueles que acham uma veia viável nunca mais precisam funcionar. Infelizmente, em Ashenfall, a economia não está tão bem estabelecida e o ouro é apenas outro componente de criação. Ainda assim, lembre-se de onde você o encontrou, porque uma vez que todo esse dragão malarky é tratado, você pode fazer uma quantia arrumada vendendo o local aos garimpeiros."
ST_JournalEntries/IronGreataxe,"Few sights are as intimidating as a great axe hefted toward you. It can only be carried in a pose that exudes raw strength, and a bearer of such a weapon can rarely look meek. Bandos was also a fan of the aesthetic. While he favoured the sheer brutality of the kyzaj, he chose to wield a great axe against Velgar. He stormed Brakka’s Folly, great axe in hand, and challenged the dragon to single combat. A god versus a dragon, the outcome felt obvious, yet it did not play out how Bandos expected. It should have been easy. Yet Velgar’s stone-touched flesh turned away blows, and his poisonous breath leeched even Bandos’ strength. Bandos cut a great scar down Velgar’s side, yet the wound was not fatal, and the counterattack sent Bandos reeling. He never surrendered, but there was no victory for the big high war god. He sounded a tactical retreat, seeking superior tactics – far, far away.","Poucos pontos turísticos são tão intimidadores quanto um grande machado levado em relação a você. Ele só pode ser transportado em uma pose que exala força bruta, e um portador de uma arma assim raramente pode parecer manso.

Bandos também eram fãs da estética. Enquanto ele favoreceu a pura brutalidade do Kyzaj, ele escolheu empunhar um grande machado contra Velgar. Ele invadiu a loucura de Brakka, o grande machado na mão e desafiou o dragão a um combate único. Um deus versus um dragão, o resultado parecia óbvio, mas não aconteceu como os bandos esperavam.

Deveria ter sido fácil. No entanto, a carne de Velgar tocou os golpes, e sua respiração venenosa venejou até a força dos bandos. Os bandos cortaram uma ótima cicatriz do lado de Velgar, mas a ferida não foi fatal, e o contra-ataque enviou bandos.

Ele nunca se rendeu, mas não houve vitória para o grande Deus da Guerra High. Ele parecia um retiro tático, buscando táticas superiores-muito, muito longe."
ST_JournalEntries/GoldOre,"Few things have led to quite so much wanton destruction as gold. Wars have been fought over it. Brother has slain brother just for a handful of the glimmering nuggets. Yet, without the trappings of commerce, it is but a metal like any other. Pretty though, good in jewellry.","Poucas coisas levaram a tanto destruição arbitrária quanto ouro. Guerras foram travadas por causa disso. O irmão tem um irmão morto apenas por um punhado das pepitas brilhantes. No entanto, sem as armadilhas do comércio, é apenas um metal como qualquer outro. Bonito, bom em Jewellry."
ST_JournalEntries/Cabbage,"Few vegetables are as worthy of such reverence as the humble cabbage. Delicious. Easily portable and possessing of a leaf more noble than any other. This, at least, the followers of the god Brassica Prime profess.

No one is entirely sure how there is a god of cabbages. Fewer still are sure why there is a god of cabbages, yet the existence of such a being cannot be denied.

Unlike other deities, who guard the focus of their faith with great jealousy, Brassica Prime delights in nothing more than seeing people enjoying the delicious, nutritious, wonders of the humble cabbage.

Best enjoyed fried or mixed into a stew. Cabbage wine is a failed experiment that should never be spoken of again.","Poucos vegetais são tão dignos de reverência quanto o humilde repolho. Delicioso. Facilmente portátil e possuindo uma folha mais nobre que qualquer outra. Isso, pelo menos, os seguidores do deus Brassica Prime Profase.

Ninguém tem certeza de como há um Deus de repolhos. Menos ainda sabem por que há um Deus de repolhos, mas a existência de tal ser não pode ser negado.

Ao contrário de outras divindades, que guardam o foco de sua fé com grande ciúme, Brassica Prime delícias em nada mais do que ver pessoas desfrutando das deliciosas, nutritivas e maravilhas do humilde repolho.

Melhor apreciado frito ou misturado em um ensopado. O vinho de repolho é um experimento fracassado que nunca mais deve ser mencionado."
ST_JournalEntries/FireSpirit_name,Fire Spirit,Espírito de fogo
ST_JournalEntries/WeakAntiburnPotion,"Fire is one of the first discoveries made by man, burns came shortly after. Fires warm, they illuminate and they create opportunities for progress, yet their touch scorches and scars, destroying everything they touch. An antiburn potion undoes some of this danger. They add a thin coating to the skin, via the drinker’s natural sweating process, that can resist the rage of the flame just a little longer.","O fogo é uma das primeiras descobertas feitas pelo homem, Burns veio logo depois. Incêndios quentes, iluminam e criam oportunidades de progresso, mas seus abrasos e cicatrizes, destruindo tudo o que tocam. Uma poção antiburn desfaz parte desse perigo. Eles adicionam um revestimento fino à pele, através do processo de transpiração natural do bebedor, que pode resistir à raiva da chama um pouco mais."
ST_JournalEntries/RatRoast,"First discovered by a Lumbridge chef after a kitchen fire burned his mentor to ashes. Beneath the master chef’s hat was a deliciously roasted rat. Sure, it may not be the greatest delicacy of all time, but it’ll keep hunger at bay.","Descoberto pela primeira vez por um chef de Lumbridge depois que um incêndio na cozinha queimou seu mentor em cinzas. Sob o chapéu do chef mestre havia um rato deliciosamente assado. Claro, pode não ser a maior iguaria de todos os tempos, mas manterá a fome afastada."
ST_JournalEntries/Haunch,Flavourful roasted meat. A comforting meal to enjoy in the wilds of Ashenfall.,Carne assada saborosa. Uma refeição reconfortante para desfrutar na natureza de Ashenfall.
ST_JournalEntries/Flax,"Flax was a popular plant during the time of Guthix. Found all over the continent, it could be easily harvested and refined into various materials. Villagers would enjoy the seeds as tasty snacks, but they mostly prized the flax for the threads that could be woven from the stems of the plant.","O linho era uma planta popular durante o tempo de Guthix. Encontrado em todo o continente, ele poderia ser facilmente colhido e refinado em vários materiais. Os moradores apreciariam as sementes como lanches saborosos, mas principalmente apreciaram o linho pelos fios que poderiam ser tecidos das hastes da planta."
ST_JournalEntries/Sustenance,"Food is a basic need for all living creatures. We consume, or we die. Life on Ashenfall is no different.

Your Sustenance meter tracks how hungry you are. It is filled by eating food and it will deplete over time as you exert yourself trying to survive the wilds of Ashenfall.

A high Sustenance meter causes your health to regenerate more quickly. However, should you run out of Sustenance, your health will start depleting as your body canibalises itself in an attempt to survive.

Keep an eye on how hungry you are. Higher tier foods will provide more Sustenance than lower tier foods, but berries will help you survive in a pinch.","A comida é uma necessidade básica de todas as criaturas vivas. Nós consumimos, ou morremos. A vida em Ashenfall não é diferente.

Seu medidor de sustento rastreia como você está com fome. É preenchido comendo comida e se esgotará com o tempo, enquanto você se exercita tentando sobreviver à natureza de Ashenfall.

Um medidor de alto sustento faz com que sua saúde se regenere mais rapidamente. No entanto, se você ficar sem sustento, sua saúde começará a se esgotar à medida que seu corpo se canibalizará na tentativa de sobreviver.

Fique de olho em como você está com fome. Os alimentos de nível superior fornecerão mais sustento do que os alimentos de nível inferior, mas as bagas o ajudarão a sobreviver em uma pitada."
ST_JournalEntries/BoneArrow,"For a short time, a necromancer arrived on Ashenfall. She had found her way here by boat, fleeing pirates who wanted revenge for her misdeeds. Her skills were limited; she could not raise undead legions, but she had a knack for controlling simple fangs and bones. She fled into the forests – pirates having found Ashenfall and hunting her down – where she would unleash fang arrows against her foes in the hope of stopping their chase. It didn’t work. Broken, lost and without hope, she prepared herself for death. But death never came for her. Instead, a Wild Knight, who wore a mask made from the skull of a wolf, rescued her. He pushed back her assailants and brought her to safety. Their fellowship after that was unbreakable, though no bond of romance flowed between them. She made the arrows, he fired the bow, and together, they feasted on their victories and kept the woods safe from unwanted intrusion. Even now, there are signs of their friendship. Hidden across the forest, miniature carvings of a wolf skull and a bat can be found in places that meant something to them.","Por um curto período de tempo, um necromante chegou a Ashenfall. Ela havia encontrado seu caminho aqui de barco, fugindo de piratas que queriam vingança por seus erros. Suas habilidades eram limitadas; Ela não podia levantar legiões de mortos-vivos, mas tinha um talento especial para controlar presas e ossos simples.

Ela fugiu para as florestas-piratas encontrando Ashenfall e caçando-a-onde desencadearia flechas de presas contra seus inimigos na esperança de parar sua perseguição. Não funcionou. Quebrada, perdida e sem esperança, ela se preparou para a morte.

Mas a morte nunca veio para ela.

Em vez disso, um cavaleiro selvagem, que usava uma máscara feita do crânio de um lobo, a resgatou. Ele empurrou para trás os agressores e a levou a segurança. A comunhão deles depois disso era inquebrável, embora nenhum vínculo de romance tenha fluído entre eles. Ela fez as flechas, ele disparou o arco e, juntos, eles se deliciaram com suas vitórias e mantiveram a floresta a salvo de intrusão indesejada.

Mesmo agora, há sinais de sua amizade. Escondido pela floresta, esculturas em miniatura de um crânio de lobo e um bastão podem ser encontradas em lugares que significavam algo para eles."
ST_JournalEntries/MixedGrill,"For the carnivore in you, a plate of meat mixed with meat.","Para o carnívoro em você, um prato de carne misturado com carne."
ST_JournalEntries/GoldBar,"Forged from gold ore, this glistening block of metal has been the cause of many conflicts over the ages. Stockpiles of them have been instrumental in dwarven civil wars and there are still plenty of people today who would gladly slit their sibling’s throat, just for a single bar.","Forjada a partir de minério de ouro, esse bloco brilhante de metal tem sido a causa de muitos conflitos ao longo dos tempos. Os estoques deles têm sido fundamentais em guerras civis de Anão e ainda hoje há muitas pessoas que jogariam com prazer a garganta de seu irmão, apenas para um único bar."
ST_JournalEntries/SilverBar,"Forged from silver ore, this glittering cuboid is highly prized by jewellers.","Forjada de minério de prata, este cubóide brilhante é altamente valorizado por joalheiros."
